"IO_TYPE","IO_REASON","IO_QTY","LOT_QTY","LOT_FQTY","ITEM_TYPE","ITEM_UNIT_PRICE","STOCK_PREV_QTY","STOCK_AVAIL_QTY","STOCK_RESERVE_QTY","RESERVE_RATE","IO_MONTH","IO_WEEKDAY","RISK_LEVEL"
IN,생산,12707,12707,0,20,455,21710,17156,4554,20.98,"07","4",WARNING
IN,생산,10074,10074,0,20,525,17850,16105,1745,9.78,"07","3",WARNING
IN,생산,11293,11293,0,20,595,17167,15292,1875,10.92,"07","5",WARNING
IN,생산,11620,11620,0,20,475,450470,374442,76028,16.88,"07","4",LOW
IN,생산,11934,11934,0,20,475,442526,344750,97776,22.09,"07","4",LOW
IN,생산,8804,9460,0,20,545,430346,328042,102304,23.77,"07","5",LOW
IN,생산,10605,10605,0,20,615,440790,367894,72896,16.54,"07","4",LOW
OUT,판매,964,1076,0,30,4950,43776,36605,7171,16.38,"07","4",LOW
IN,생산,1076,1076,0,30,4950,43776,36605,7171,16.38,"07","3",LOW
OUT,폐기,112,1076,0,30,4950,43776,36605,7171,16.38,"07","4",HIGH
OUT,판매,964,1105,0,30,4950,41184,32896,8288,20.12,"07","2",LOW
IN,생산,1105,1105,0,30,4950,41184,32896,8288,20.12,"07","3",LOW
OUT,폐기,141,1105,0,30,4950,41184,32896,8288,20.12,"07","4",HIGH
OUT,판매,702,876,0,30,5650,43301,35882,7419,17.13,"07","4",LOW
IN,생산,876,876,0,30,5650,43301,35882,7419,17.13,"07","3",LOW
OUT,폐기,174,876,0,30,5650,43301,35882,7419,17.13,"07","4",HIGH
OUT,판매,836,982,0,30,6350,42284,36873,5411,12.8,"07","7",LOW
IN,생산,982,982,0,30,6350,42284,36873,5411,12.8,"07","3",LOW
OUT,폐기,146,982,0,30,6350,42284,36873,5411,12.8,"07","4",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"07","3",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"07","3",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"07","3",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"07","3",WARNING
IN,생산,50490,50490,0,20,35,229143,194551,34592,15.1,"07","4",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","1",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","1",WARNING
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"07","1",LOW
IN,생산,94150,94150,0,20,60,263480,248999,14481,5.5,"07","4",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"07","1",LOW
IN,생산,95495,96690,0,20,60,230524,211757,18767,8.14,"07","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","1",LOW
IN,생산,76650,76650,0,20,70,226216,187441,38775,17.14,"07","6",WARNING
IN,생산,85925,85925,0,20,80,221564,175756,45808,20.67,"07","5",WARNING
IN,생산,11648,12374,0,20,455,20794,17520,3274,15.74,"07","4",WARNING
IN,생산,12710,12710,0,20,455,21710,17156,4554,20.98,"07","6",WARNING
IN,생산,10074,10074,0,20,525,17850,16105,1745,9.78,"07","5",WARNING
IN,생산,11293,11293,0,20,595,17167,15292,1875,10.92,"07","4",WARNING
IN,생산,11624,11624,0,20,475,450470,374442,76028,16.88,"07","5",LOW
IN,생산,11934,11934,0,20,475,442526,344750,97776,22.09,"07","5",LOW
IN,생산,9464,9464,0,20,545,430346,328042,102304,23.77,"07","5",LOW
IN,생산,10608,10608,0,20,615,440790,367894,72896,16.54,"07","7",LOW
OUT,판매,897,1076,0,30,4950,43776,36605,7171,16.38,"07","2",LOW
IN,생산,1076,1076,0,30,4950,43776,36605,7171,16.38,"07","4",LOW
OUT,폐기,179,1076,0,30,4950,43776,36605,7171,16.38,"07","5",HIGH
OUT,판매,954,1105,0,30,4950,41184,32896,8288,20.12,"07","1",LOW
IN,생산,1105,1105,0,30,4950,41184,32896,8288,20.12,"07","4",LOW
OUT,폐기,151,1105,0,30,4950,41184,32896,8288,20.12,"07","5",HIGH
OUT,판매,711,876,0,30,5650,43301,35882,7419,17.13,"07","1",LOW
IN,생산,876,876,0,30,5650,43301,35882,7419,17.13,"07","4",LOW
OUT,폐기,165,876,0,30,5650,43301,35882,7419,17.13,"07","5",HIGH
OUT,판매,788,982,0,30,6350,42284,36873,5411,12.8,"07","2",LOW
IN,생산,982,982,0,30,6350,42284,36873,5411,12.8,"07","4",LOW
OUT,폐기,194,982,0,30,6350,42284,36873,5411,12.8,"07","5",HIGH
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"07","4",LOW
IN,생산,46162,46162,0,20,35,229143,194551,34592,15.1,"07","7",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","2",WARNING
IN,생산,65800,65800,0,20,60,263480,248999,14481,5.5,"07","6",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"07","3",LOW
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","2",LOW
IN,생산,82250,82250,0,20,60,230524,211757,18767,8.14,"07","5",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"07","2",LOW
IN,생산,65975,65975,0,20,70,226216,187441,38775,17.14,"07","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","2",LOW
IN,생산,109112,109112,0,20,80,221564,175756,45808,20.67,"07","5",WARNING
IN,생산,8648,8648,0,20,455,20794,17520,3274,15.74,"07","7",WARNING
IN,생산,10810,10810,0,20,455,21710,17156,4554,20.98,"07","1",WARNING
IN,생산,8348,8671,0,20,525,17850,16105,1745,9.78,"07","6",WARNING
IN,생산,13357,14340,0,20,595,17167,15292,1875,10.92,"07","6",WARNING
IN,생산,8121,8121,0,20,475,450470,374442,76028,16.88,"07","7",LOW
IN,생산,10152,10152,0,20,475,442526,344750,97776,22.09,"07","1",LOW
IN,생산,8143,8143,0,20,545,430346,328042,102304,23.77,"07","1",LOW
IN,생산,13467,13467,0,20,615,440790,367894,72896,16.54,"07","6",LOW
OUT,판매,675,752,0,30,4950,43776,36605,7171,16.38,"07","4",LOW
IN,생산,730,752,0,30,4950,43776,36605,7171,16.38,"07","5",LOW
OUT,폐기,55,752,0,30,4950,43776,36605,7171,16.38,"07","5",HIGH
OUT,판매,799,940,0,30,4950,41184,32896,8288,20.12,"07","1",LOW
IN,생산,940,940,0,30,4950,41184,32896,8288,20.12,"07","5",LOW
OUT,폐기,141,940,0,30,4950,41184,32896,8288,20.12,"07","5",HIGH
OUT,판매,613,754,0,30,5650,43301,35882,7419,17.13,"07","2",LOW
IN,생산,754,754,0,30,5650,43301,35882,7419,17.13,"07","6",LOW
OUT,폐기,141,754,0,30,5650,43301,35882,7419,17.13,"07","5",HIGH
OUT,판매,1122,1247,0,30,6350,42284,36873,5411,12.8,"07","5",LOW
IN,생산,1247,1247,0,30,6350,42284,36873,5411,12.8,"07","5",LOW
OUT,폐기,125,1247,0,30,6350,42284,36873,5411,12.8,"07","5",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"07","5",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"07","5",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"07","5",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"07","5",WARNING
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"07","3",LOW
IN,생산,46162,46162,0,20,35,229143,194551,34592,15.1,"07","1",WARNING
IN,생산,63115,65800,0,20,60,263480,248999,14481,5.5,"07","1",WARNING
IN,생산,78322,82250,0,20,60,230524,211757,18767,8.14,"07","7",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","3",WARNING
IN,생산,64745,65975,0,20,70,226216,187441,38775,17.14,"07","6",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"07","4",LOW
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","3",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"07","3",LOW
IN,생산,109112,109112,0,20,80,221564,175756,45808,20.67,"07","6",WARNING
IN,생산,8648,8648,0,20,455,20794,17520,3274,15.74,"07","7",WARNING
IN,생산,10810,10810,0,20,455,21710,17156,4554,20.98,"07","7",WARNING
IN,생산,8671,8671,0,20,525,17850,16105,1745,9.78,"07","2",WARNING
IN,생산,13678,14340,0,20,595,17167,15292,1875,10.92,"07","6",WARNING
IN,생산,8121,8121,0,20,475,450470,374442,76028,16.88,"07","7",LOW
IN,생산,10152,10152,0,20,475,442526,344750,97776,22.09,"07","7",LOW
IN,생산,8143,8143,0,20,545,430346,328042,102304,23.77,"07","2",LOW
IN,생산,13467,13467,0,20,615,440790,367894,72896,16.54,"07","7",LOW
OUT,판매,632,752,0,30,4950,43776,36605,7171,16.38,"07","2",LOW
IN,생산,752,752,0,30,4950,43776,36605,7171,16.38,"07","6",LOW
OUT,폐기,120,752,0,30,4950,43776,36605,7171,16.38,"07","5",HIGH
OUT,판매,754,940,0,30,4950,41184,32896,8288,20.12,"07","3",LOW
IN,생산,940,940,0,30,4950,41184,32896,8288,20.12,"07","1",LOW
OUT,폐기,186,940,0,30,4950,41184,32896,8288,20.12,"07","5",HIGH
OUT,판매,670,754,0,30,5650,43301,35882,7419,17.13,"07","2",LOW
IN,생산,754,754,0,30,5650,43301,35882,7419,17.13,"07","6",LOW
OUT,폐기,84,754,0,30,5650,43301,35882,7419,17.13,"07","5",HIGH
OUT,판매,1072,1247,0,30,6350,42284,36873,5411,12.8,"07","4",LOW
IN,생산,1247,1247,0,30,6350,42284,36873,5411,12.8,"07","6",LOW
OUT,폐기,175,1247,0,30,6350,42284,36873,5411,12.8,"07","5",HIGH
IN,생산,46162,46162,0,20,35,229143,194551,34592,15.1,"07","2",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"07","2",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","4",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","4",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","4",WARNING
IN,생산,82250,82250,0,20,60,230524,211757,18767,8.14,"07","7",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","4",LOW
IN,생산,65975,65975,0,20,70,226216,187441,38775,17.14,"07","7",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"07","4",LOW
IN,생산,109112,109112,0,20,80,221564,175756,45808,20.67,"07","7",WARNING
IN,생산,8648,8648,0,20,455,20794,17520,3274,15.74,"07","7",WARNING
IN,생산,10810,10810,0,20,455,21710,17156,4554,20.98,"07","7",WARNING
IN,생산,8671,8671,0,20,525,17850,16105,1745,9.78,"07","1",WARNING
IN,생산,14340,14340,0,20,595,17167,15292,1875,10.92,"07","1",WARNING
IN,생산,8121,8121,0,20,475,450470,374442,76028,16.88,"07","3",LOW
IN,생산,9678,10152,0,20,475,442526,344750,97776,22.09,"07","1",LOW
IN,생산,7790,8143,0,20,545,430346,328042,102304,23.77,"07","1",LOW
IN,생산,13467,13467,0,20,615,440790,367894,72896,16.54,"07","2",LOW
OUT,판매,645,752,0,30,4950,43776,36605,7171,16.38,"07","2",LOW
IN,생산,752,752,0,30,4950,43776,36605,7171,16.38,"07","7",LOW
OUT,폐기,107,752,0,30,4950,43776,36605,7171,16.38,"07","5",HIGH
OUT,판매,818,940,0,30,4950,41184,32896,8288,20.12,"07","1",LOW
IN,생산,911,940,0,30,4950,41184,32896,8288,20.12,"07","7",LOW
OUT,폐기,93,940,0,30,4950,41184,32896,8288,20.12,"07","5",HIGH
OUT,판매,633,754,0,30,5650,43301,35882,7419,17.13,"07","4",LOW
IN,생산,754,754,0,30,5650,43301,35882,7419,17.13,"07","7",LOW
OUT,폐기,121,754,0,30,5650,43301,35882,7419,17.13,"07","5",HIGH
OUT,판매,1107,1247,0,30,6350,42284,36873,5411,12.8,"07","3",LOW
IN,생산,1247,1247,0,30,6350,42284,36873,5411,12.8,"07","7",LOW
OUT,폐기,140,1247,0,30,6350,42284,36873,5411,12.8,"07","5",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"07","7",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"07","7",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"07","7",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"07","7",WARNING
IN,생산,44166,46162,0,20,35,229143,194551,34592,15.1,"07","1",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"07","5",LOW
IN,생산,65800,65800,0,20,60,263480,248999,14481,5.5,"07","1",WARNING
IN,생산,82250,82250,0,20,60,230524,211757,18767,8.14,"07","2",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","6",LOW
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"07","6",LOW
IN,생산,65975,65975,0,20,70,226216,187441,38775,17.14,"07","1",WARNING
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"07","5",LOW
IN,생산,109112,109112,0,20,80,221564,175756,45808,20.67,"07","1",WARNING
IN,생산,8648,8648,0,20,455,20794,17520,3274,15.74,"07","2",WARNING
IN,생산,10810,10810,0,20,455,21710,17156,4554,20.98,"07","2",WARNING
IN,생산,8671,8671,0,20,525,17850,16105,1745,9.78,"07","1",WARNING
IN,생산,14340,14340,0,20,595,17167,15292,1875,10.92,"07","2",WARNING
IN,생산,8121,8121,0,20,475,450470,374442,76028,16.88,"07","2",LOW
IN,생산,10152,10152,0,20,475,442526,344750,97776,22.09,"07","2",LOW
IN,생산,7834,8143,0,20,545,430346,328042,102304,23.77,"07","2",LOW
IN,생산,12478,13467,0,20,615,440790,367894,72896,16.54,"07","2",LOW
OUT,판매,611,752,0,30,4950,43776,36605,7171,16.38,"07","5",LOW
IN,생산,752,752,0,30,4950,43776,36605,7171,16.38,"07","1",LOW
OUT,폐기,141,752,0,30,4950,43776,36605,7171,16.38,"07","5",HIGH
OUT,판매,841,940,0,30,4950,41184,32896,8288,20.12,"07","5",LOW
IN,생산,913,940,0,30,4950,41184,32896,8288,20.12,"07","1",LOW
OUT,폐기,72,940,0,30,4950,41184,32896,8288,20.12,"07","5",HIGH
OUT,판매,656,754,0,30,5650,43301,35882,7419,17.13,"07","7",LOW
IN,생산,742,754,0,30,5650,43301,35882,7419,17.13,"07","1",LOW
OUT,폐기,86,754,0,30,5650,43301,35882,7419,17.13,"07","5",HIGH
OUT,판매,1100,1247,0,30,6350,42284,36873,5411,12.8,"07","2",LOW
IN,생산,1229,1247,0,30,6350,42284,36873,5411,12.8,"07","1",LOW
OUT,폐기,129,1247,0,30,6350,42284,36873,5411,12.8,"07","5",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"07","2",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"07","2",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"07","2",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"07","2",WARNING
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"07","7",LOW
IN,생산,46162,46162,0,20,35,229143,194551,34592,15.1,"07","5",WARNING
IN,생산,65800,65800,0,20,60,263480,248999,14481,5.5,"07","3",WARNING
IN,생산,82250,82250,0,20,60,230524,211757,18767,8.14,"07","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","1",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","7",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"07","7",LOW
IN,생산,65975,65975,0,20,70,226216,187441,38775,17.14,"07","3",WARNING
IN,생산,109112,109112,0,20,80,221564,175756,45808,20.67,"07","3",WARNING
IN,생산,8648,8648,0,20,455,20794,17520,3274,15.74,"07","4",WARNING
IN,생산,10810,10810,0,20,455,21710,17156,4554,20.98,"07","4",WARNING
IN,생산,8671,8671,0,20,525,17850,16105,1745,9.78,"07","4",WARNING
IN,생산,14340,14340,0,20,595,17167,15292,1875,10.92,"07","5",WARNING
IN,생산,7512,8121,0,20,475,450470,374442,76028,16.88,"07","4",LOW
IN,생산,10152,10152,0,20,475,442526,344750,97776,22.09,"07","5",LOW
IN,생산,8143,8143,0,20,545,430346,328042,102304,23.77,"07","4",LOW
IN,생산,13467,13467,0,20,615,440790,367894,72896,16.54,"07","5",LOW
OUT,판매,671,752,0,30,4950,43776,36605,7171,16.38,"07","2",LOW
IN,생산,752,752,0,30,4950,43776,36605,7171,16.38,"07","5",LOW
OUT,폐기,81,752,0,30,4950,43776,36605,7171,16.38,"07","2",HIGH
OUT,판매,789,940,0,30,4950,41184,32896,8288,20.12,"07","5",LOW
IN,생산,940,940,0,30,4950,41184,32896,8288,20.12,"07","3",LOW
OUT,폐기,151,940,0,30,4950,41184,32896,8288,20.12,"07","5",HIGH
IN,생산,65800,65800,0,20,60,263480,248999,14481,5.5,"07","7",WARNING
OUT,판매,1048,1247,0,30,6350,42284,36873,5411,12.8,"07","4",LOW
IN,생산,1247,1247,0,30,6350,42284,36873,5411,12.8,"07","3",LOW
OUT,폐기,199,1247,0,30,6350,42284,36873,5411,12.8,"07","5",HIGH
IN,생산,42781,46165,0,20,35,229143,194551,34592,15.1,"07","4",WARNING
IN,생산,65800,65800,0,20,60,263480,248999,14481,5.5,"07","6",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"07","2",LOW
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"07","2",LOW
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","2",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","1",WARNING
IN,생산,82250,82250,0,20,60,230524,211757,18767,8.14,"07","4",WARNING
IN,생산,65975,65975,0,20,70,226216,187441,38775,17.14,"07","4",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"07","2",LOW
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","1",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"07","2",LOW
IN,생산,103412,109115,0,20,80,221564,175756,45808,20.67,"07","6",WARNING
IN,생산,8648,8648,0,20,455,20794,17520,3274,15.74,"07","5",WARNING
IN,생산,10810,10810,0,20,455,21710,17156,4554,20.98,"07","4",WARNING
IN,생산,8671,8671,0,20,525,17850,16105,1745,9.78,"07","5",WARNING
IN,생산,14343,14343,0,20,595,17167,15292,1875,10.92,"07","5",WARNING
IN,생산,7702,8125,0,20,475,450470,374442,76028,16.88,"07","5",LOW
IN,생산,9542,10152,0,20,475,442526,344750,97776,22.09,"07","5",LOW
IN,생산,8145,8145,0,20,545,430346,328042,102304,23.77,"07","5",LOW
IN,생산,13471,13471,0,20,615,440790,367894,72896,16.54,"07","5",LOW
OUT,판매,616,752,0,30,4950,43776,36605,7171,16.38,"07","2",LOW
IN,생산,752,752,0,30,4950,43776,36605,7171,16.38,"07","4",LOW
OUT,폐기,136,752,0,30,4950,43776,36605,7171,16.38,"07","5",HIGH
OUT,판매,812,940,0,30,4950,41184,32896,8288,20.12,"07","7",LOW
IN,생산,940,940,0,30,4950,41184,32896,8288,20.12,"07","4",LOW
OUT,폐기,128,940,0,30,4950,41184,32896,8288,20.12,"07","5",HIGH
OUT,판매,653,754,0,30,5650,43301,35882,7419,17.13,"07","4",LOW
IN,생산,754,754,0,30,5650,43301,35882,7419,17.13,"07","5",LOW
OUT,폐기,101,754,0,30,5650,43301,35882,7419,17.13,"07","2",HIGH
OUT,판매,1040,1247,0,30,6350,42284,36873,5411,12.8,"07","4",LOW
IN,생산,1148,1247,0,30,6350,42284,36873,5411,12.8,"07","6",LOW
OUT,폐기,108,1247,0,30,6350,42284,36873,5411,12.8,"07","2",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"07","4",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"07","4",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"07","4",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"07","4",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"07","4",LOW
IN,생산,53000,53000,0,20,35,229143,194551,34592,15.1,"07","5",WARNING
IN,생산,95900,95900,0,20,60,263480,248999,14481,5.5,"07","5",WARNING
IN,생산,75337,75337,0,20,60,230524,211757,18767,8.14,"07","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","3",LOW
IN,생산,99312,99312,0,20,70,226216,187441,38775,17.14,"07","5",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","2",WARNING
IN,생산,100450,100450,0,20,80,221564,175756,45808,20.67,"07","7",WARNING
IN,생산,12604,12604,0,20,455,20794,17520,3274,15.74,"07","6",WARNING
IN,생산,9901,9901,0,20,455,21710,17156,4554,20.98,"07","7",WARNING
IN,생산,12291,13052,0,20,525,17850,16105,1745,9.78,"07","7",WARNING
IN,생산,13202,13202,0,20,595,17167,15292,1875,10.92,"07","6",WARNING
IN,생산,11836,11836,0,20,475,450470,374442,76028,16.88,"07","7",LOW
IN,생산,9298,9298,0,20,475,442526,344750,97776,22.09,"07","7",LOW
IN,생산,12258,12258,0,20,545,430346,328042,102304,23.77,"07","6",LOW
IN,생산,11561,12398,0,20,615,440790,367894,72896,16.54,"07","7",LOW
OUT,판매,911,1096,0,30,4950,43776,36605,7171,16.38,"07","1",LOW
IN,생산,1096,1096,0,30,4950,43776,36605,7171,16.38,"07","5",LOW
OUT,폐기,185,1096,0,30,4950,43776,36605,7171,16.38,"07","2",HIGH
OUT,판매,726,861,0,30,4950,41184,32896,8288,20.12,"07","6",LOW
IN,생산,861,861,0,30,4950,41184,32896,8288,20.12,"07","5",LOW
OUT,폐기,135,861,0,30,4950,41184,32896,8288,20.12,"07","2",HIGH
OUT,판매,957,1135,0,30,5650,43301,35882,7419,17.13,"07","7",LOW
IN,생산,1135,1135,0,30,5650,43301,35882,7419,17.13,"07","6",LOW
OUT,폐기,178,1135,0,30,5650,43301,35882,7419,17.13,"07","2",HIGH
OUT,판매,1022,1148,0,30,6350,42284,36873,5411,12.8,"07","2",LOW
IN,생산,1148,1148,0,30,6350,42284,36873,5411,12.8,"07","5",LOW
OUT,폐기,126,1148,0,30,6350,42284,36873,5411,12.8,"07","2",HIGH
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"07","3",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"07","4",LOW
IN,생산,49353,53000,0,20,35,229143,194551,34592,15.1,"07","7",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","3",LOW
IN,생산,95900,95900,0,20,60,263480,248999,14481,5.5,"07","6",WARNING
IN,생산,74363,75337,0,20,60,230524,211757,18767,8.14,"07","6",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"07","4",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"07","4",WARNING
IN,생산,96323,99312,0,20,70,226216,187441,38775,17.14,"07","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"07","3",LOW
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"07","4",LOW
IN,생산,100450,100450,0,20,80,221564,175756,45808,20.67,"07","6",WARNING
IN,생산,12604,12604,0,20,455,20794,17520,3274,15.74,"07","6",WARNING
IN,생산,9901,9901,0,20,455,21710,17156,4554,20.98,"07","7",WARNING
IN,생산,13052,13052,0,20,525,17850,16105,1745,9.78,"07","7",WARNING
IN,생산,13202,13202,0,20,595,17167,15292,1875,10.92,"07","2",WARNING
IN,생산,11836,11836,0,20,475,450470,374442,76028,16.88,"07","7",LOW
IN,생산,8921,9298,0,20,475,442526,344750,97776,22.09,"07","7",LOW
IN,생산,11752,12258,0,20,545,430346,328042,102304,23.77,"07","1",LOW
OUT,판매,677,754,0,30,5650,43301,35882,7419,17.13,"07","6",LOW
IN,생산,754,754,0,30,5650,43301,35882,7419,17.13,"07","5",LOW
OUT,폐기,77,754,0,30,5650,43301,35882,7419,17.13,"07","2",HIGH
IN,생산,12398,12398,0,20,615,440790,367894,72896,16.54,"07","7",LOW
OUT,판매,898,1096,0,30,4950,43776,36605,7171,16.38,"07","3",LOW
IN,생산,1096,1096,0,30,4950,43776,36605,7171,16.38,"07","6",LOW
OUT,폐기,198,1096,0,30,4950,43776,36605,7171,16.38,"07","2",HIGH
OUT,판매,763,861,0,30,4950,41184,32896,8288,20.12,"08","5",LOW
IN,생산,861,861,0,30,4950,41184,32896,8288,20.12,"07","7",LOW
OUT,폐기,98,861,0,30,4950,41184,32896,8288,20.12,"07","2",HIGH
OUT,판매,1009,1135,0,30,5650,43301,35882,7419,17.13,"07","2",LOW
IN,생산,1135,1135,0,30,5650,43301,35882,7419,17.13,"07","6",LOW
OUT,폐기,126,1135,0,30,5650,43301,35882,7419,17.13,"07","2",HIGH
OUT,판매,975,1148,0,30,6350,42284,36873,5411,12.8,"08","5",LOW
IN,생산,1148,1148,0,30,6350,42284,36873,5411,12.8,"07","2",LOW
OUT,폐기,173,1148,0,30,6350,42284,36873,5411,12.8,"07","3",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"07","6",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"07","6",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"07","6",LOW
